VICTIM_AGE,VICTIM_GENDER,INCIDENT_AREA
0,M,Wilshire
81,F,West LA
28,M,Hollywood
19,M,Southwest
51,M,Pacific
29,F,West LA
54,M,Olympic
56,M,Southeast
28,F,Southwest
51,M,Southwest
0,M,Foothill
0,M,Newton
0,M,Foothill
19,F,Hollywood
32,F,Southeast
0,,Mission
30,M,Van Nuys
54,F,Southeast
0,X,Southeast
17,M,Devonshire
0,M,N Hollywood
29,F,77th Street
0,,N Hollywood
65,F,Southeast
36,M,Newton
33,M,Northeast
51,F,Devonshire
29,M,Devonshire
23,M,Topanga
66,F,Southwest
17,F,Hollywood
40,M,Hollenbeck
33,M,N Hollywood
23,M,Southwest
59,F,Topanga
36,M,Van Nuys
35,F,Harbor
28,M,Rampart
66,M,77th Street
67,F,Wilshire
0,,Hollywood
46,F,Hollenbeck
42,M,Central
0,M,Central
23,F,N Hollywood
62,M,Southeast
82,F,Devonshire
54,M,Southwest
37,M,Van Nuys
26,F,Central
65,M,Southwest
57,M,N Hollywood
0,M,Harbor
0,X,77th Street
40,F,77th Street
0,F,Mission
0,X,Devonshire
44,F,Pacific
31,F,West Valley
51,F,Mission
43,F,Wilshire
37,M,77th Street
48,F,Hollywood
30,M,Van Nuys
31,M,Rampart
23,M,Northeast
95,F,Foothill
35,M,Northeast
35,M,Harbor
55,M,Pacific
42,M,Southeast
0,X,Northeast
30,F,West LA
79,M,Mission
80,F,Harbor
49,M,77th Street
15,F,Southwest
0,X,West LA
52,F,Central
43,F,Southeast
0,,West Valley
30,F,77th Street
33,M,Van Nuys
0,,77th Street
29,M,Southeast
49,M,Central
28,F,Hollywood
70,F,Olympic
29,M,Southwest
26,F,Mission
36,F,Harbor
22,M,Southeast
61,F,Northeast
44,M,Southeast
50,F,Devonshire
69,M,Devonshire
0,,Harbor
0,X,Pacific
77,M,Olympic
56,F,77th Street
39,M,77th Street
48,M,N Hollywood
21,F,Rampart
39,M,Central
60,M,Hollywood
0,,Harbor
20,F,Devonshire
0,,Foothill
0,X,Southeast
36,F,Southeast
29,F,77th Street
39,M,N Hollywood
44,M,Northeast
0,,Pacific
12,F,Southeast
25,F,Hollywood
30,F,Van Nuys
0,,77th Street
38,M,Topanga
40,M,Northeast
76,M,West Valley
28,F,Southeast
21,M,77th Street
23,F,Van Nuys
28,F,Harbor
34,F,Southwest
60,M,Southwest
0,,Pacific
0,,Hollywood
0,,Newton
36,F,Central
51,F,N Hollywood
0,,Van Nuys
26,F,Rampart
30,M,Newton
37,M,Hollywood
0,,Foothill
26,F,Hollywood
0,X,West LA
47,F,Wilshire
31,M,Olympic
26,F,Wilshire
0,X,Rampart
61,M,West Valley
17,M,Northeast
28,M,Rampart
58,F,Southeast
61,M,Devonshire
62,F,Topanga
23,M,Wilshire
0,X,Van Nuys
46,F,N Hollywood
0,M,West Valley
21,F,Van Nuys
54,F,West Valley
26,F,Southwest
48,M,Mission
23,M,Olympic
41,M,Van Nuys
36,M,Hollywood
28,M,77th Street
64,F,N Hollywood
29,F,Wilshire
0,M,Wilshire
56,F,Newton
45,M,N Hollywood
33,M,Pacific
19,X,Southwest
0,X,Harbor
62,M,Southwest
42,M,Pacific
0,X,Olympic
51,M,Mission
69,M,Hollywood
0,,Southwest
0,X,Southeast
0,,Mission
26,F,Northeast
39,M,Rampart
30,M,Central
38,F,Southwest
63,F,Van Nuys
57,M,Wilshire
35,F,Foothill
20,M,Harbor
67,M,Harbor
7,F,Devonshire
56,F,Devonshire
54,M,Wilshire
0,,77th Street
27,F,Van Nuys
29,M,Southeast
0,X,Northeast
41,M,Pacific
59,M,Northeast
32,M,Wilshire
29,M,Olympic
45,F,Southeast
26,M,Devonshire
0,X,Hollywood
21,F,Newton
27,M,Wilshire
0,,Rampart
27,M,N Hollywood
0,X,Hollywood
62,M,Central
43,F,Van Nuys
40,F,N Hollywood
0,,77th Street
53,M,Pacific
25,M,Devonshire
43,M,Southwest
33,M,Pacific
0,,N Hollywood
52,M,West Valley
56,M,Newton
0,,Pacific
36,M,Hollywood
33,X,Mission
0,M,N Hollywood
0,X,Rampart
53,F,Van Nuys
0,X,Olympic
47,F,Newton
47,M,Southeast
39,M,Northeast
0,X,Olympic
0,,Foothill
34,F,Central
0,,Van Nuys
23,F,Southwest
66,F,West LA
38,M,West Valley
58,F,N Hollywood
41,F,Devonshire
30,M,Olympic
33,M,N Hollywood
59,F,Hollenbeck
29,M,Southwest
0,M,Foothill
0,X,Northeast
28,M,Hollywood
36,M,Central
24,F,Northeast
0,,77th Street
31,M,Newton
0,,N Hollywood
34,M,Pacific
39,F,Topanga
22,F,West LA
30,F,Mission
0,,Hollenbeck
0,,Central
0,,77th Street
58,F,Central
44,M,Northeast
0,,Newton
0,X,Hollywood
43,F,Southeast
0,,Mission
19,M,Hollywood
50,F,Topanga
44,F,Foothill
38,M,Hollenbeck
48,M,Hollenbeck
86,M,N Hollywood
30,F,Hollywood
0,X,Devonshire
26,M,Mission
0,,77th Street
39,M,Wilshire
0,M,Hollenbeck
35,M,Wilshire
0,,Newton
0,,Van Nuys
0,X,Rampart
48,F,Southeast
28,F,Hollywood
34,M,Hollywood
41,M,Central
0,X,West LA
0,X,Rampart
48,M,Harbor
0,M,Hollenbeck
0,,Rampart
0,,Olympic
0,X,Devonshire
33,F,Rampart
24,M,West Valley
42,M,Hollenbeck
34,F,Foothill
51,M,Hollenbeck
35,M,Southwest
0,,Topanga
28,M,Northeast
60,M,Northeast
78,M,N Hollywood
35,F,Wilshire
76,F,N Hollywood
32,F,Foothill
55,F,Olympic
51,M,Hollenbeck
30,F,Southwest
0,M,Central
33,M,Van Nuys
55,M,Central
0,,Hollywood
0,M,West Valley
38,F,Van Nuys
26,M,Wilshire
30,M,N Hollywood
43,F,Southeast
21,M,N Hollywood
37,M,N Hollywood
0,,Southwest
50,M,Topanga
61,F,Mission
0,X,Hollywood
25,M,77th Street
44,F,Harbor
51,M,Central
12,F,Southeast
0,X,Hollywood
34,M,Wilshire
22,F,Hollywood
31,M,Mission
31,F,Southeast
31,F,Northeast
28,M,Wilshire
85,F,Foothill
0,M,Wilshire
34,M,N Hollywood
25,F,Southwest
64,M,Wilshire
19,F,Pacific
42,M,West Valley
23,F,Harbor
31,F,West Valley
0,X,Newton
45,M,Pacific
0,,Van Nuys
19,M,Mission
39,M,Van Nuys
20,F,Hollywood
0,X,Devonshire
27,M,Pacific
36,M,N Hollywood
37,F,Southeast
36,F,Southeast
22,M,Van Nuys
0,X,Pacific
61,M,Central
22,F,Van Nuys
21,F,Hollenbeck
43,F,Southeast
0,X,Pacific
0,,Mission
65,F,Central
36,F,West LA
53,M,Olympic
40,F,Harbor
0,,Pacific
60,M,Olympic
54,M,Van Nuys
31,F,West LA
55,F,Newton
29,F,Mission
15,M,Olympic
0,X,Northeast
37,M,Olympic
0,,Mission
0,X,Newton
20,F,Hollenbeck
0,,Van Nuys
0,,77th Street
0,X,Devonshire
49,M,Topanga
67,M,Topanga
0,X,Southwest
33,M,Foothill
36,F,Harbor
38,F,Mission
46,F,Devonshire
24,M,Topanga
30,M,Olympic
22,F,West LA
46,M,Hollenbeck
72,M,77th Street
24,F,West LA
26,F,N Hollywood
45,F,Northeast
0,X,Olympic
26,F,Southwest
39,F,Devonshire
46,F,Newton
0,,Mission
0,X,Devonshire
71,F,West Valley
68,F,Northeast
80,F,Wilshire
27,M,Wilshire
55,M,Topanga
34,M,West Valley
35,F,Mission
0,X,Olympic
58,M,Northeast
0,X,Devonshire
64,F,Newton
62,M,West LA
0,,West LA
72,M,Harbor
0,M,Hollenbeck
25,F,Central
54,M,Topanga
14,F,Rampart
30,M,Southwest
0,X,77th Street
0,X,Southeast
32,F,Hollywood
35,M,Wilshire
51,F,77th Street
24,M,Wilshire
43,F,Rampart
60,F,Rampart
24,F,Olympic
36,M,Hollywood
0,X,77th Street
0,F,Harbor
56,M,Newton
36,M,77th Street
0,X,West LA
13,F,Topanga
49,F,Southwest
37,M,Mission
52,M,Central
33,F,77th Street
21,M,Pacific
55,M,Southeast
28,M,Wilshire
37,F,Pacific
0,X,77th Street
20,M,Mission
34,F,West LA
38,F,Harbor
0,,Foothill
30,F,Topanga
37,F,Southeast
31,M,West LA
22,F,Wilshire
32,M,Olympic
41,F,Southeast
0,X,Newton
0,X,Rampart
41,M,Northeast
23,M,West LA
57,M,77th Street
25,F,Pacific
46,M,Hollenbeck
0,M,West Valley
21,M,Southwest
0,X,Southeast
0,F,Foothill
50,M,Olympic
0,X,Hollywood
52,F,Rampart
31,F,Topanga
32,F,Hollywood
58,M,Wilshire
29,F,Central
51,M,77th Street
0,,Harbor
38,F,Newton
61,F,N Hollywood
0,M,West Valley
34,F,Southeast
0,,Southeast
51,F,Newton
70,M,Southeast
0,X,Hollywood
35,F,N Hollywood
28,M,Central
50,F,Van Nuys
0,,Central
17,F,Central
28,F,Devonshire
30,F,Newton
0,,Wilshire
24,M,Hollenbeck
31,F,77th Street
34,M,Rampart
74,M,Southwest
34,M,Foothill
0,,N Hollywood
34,F,Southwest
20,F,Southeast
62,M,Northeast
22,M,Topanga
0,X,West LA
37,M,77th Street
0,,Northeast
53,F,Pacific
38,M,Southeast
37,M,Harbor
21,M,Hollywood
29,F,Southwest
69,F,Van Nuys
0,M,Van Nuys
49,M,Northeast
0,X,Harbor
0,,Olympic
39,F,Harbor
55,M,Van Nuys
0,,Wilshire
47,F,Southeast
35,M,Topanga
71,M,West LA
75,F,Hollenbeck
68,M,Hollenbeck
58,F,Rampart
42,F,77th Street
54,F,Pacific
41,F,Central
59,M,Devonshire
0,,Central
0,,Newton
0,,Topanga
35,M,Devonshire
46,F,N Hollywood
0,,Mission
42,M,West LA
0,X,Hollywood
26,F,77th Street
38,M,Pacific
27,F,Rampart
22,F,Harbor
35,F,Olympic
35,M,Topanga
18,M,Hollywood
0,M,West Valley
0,,Wilshire
26,M,Mission
57,F,Central
22,M,Southwest
0,,Hollenbeck
53,M,West LA
61,M,Harbor
0,,Newton
27,M,Devonshire
55,F,Pacific
29,F,N Hollywood
37,F,Southeast
54,M,Mission
38,F,Olympic
0,M,Harbor
0,,Wilshire
25,F,Topanga
39,F,West LA
28,F,N Hollywood
29,M,Hollywood
61,F,Harbor
22,F,Newton
0,M,Hollenbeck
63,F,West LA
27,F,Van Nuys
0,X,Northeast
0,,77th Street
29,M,Central
32,M,West LA
0,,Newton
0,,77th Street
44,F,Wilshire
0,X,Central
62,M,West Valley
28,F,Wilshire
0,M,West Valley
29,M,Olympic
40,F,77th Street
62,M,Southeast
0,X,Devonshire
46,M,Foothill
0,,77th Street
27,F,Olympic
23,F,West LA
0,,Mission
52,M,Central
64,F,Devonshire
30,F,West LA
68,F,Southeast
0,X,Rampart
0,X,Hollywood
37,M,Van Nuys
33,M,Pacific
62,M,Central
24,F,Hollenbeck
36,F,Newton
0,,Olympic
31,F,N Hollywood
82,M,Van Nuys
0,,Topanga
49,F,West LA
35,F,Harbor
35,F,Van Nuys
18,M,West Valley
23,F,Hollywood
22,M,Hollenbeck
57,M,Southwest
35,M,N Hollywood
32,F,77th Street
33,F,Northeast
15,F,Foothill
29,M,Hollenbeck
43,F,Mission
19,X,Southwest
0,,Southeast
0,,Wilshire
49,M,Southwest
39,M,Mission
0,,77th Street
30,F,Hollenbeck
48,F,Southwest
46,F,Newton
26,M,Pacific
0,,Pacific
0,,Wilshire
64,F,Newton
0,X,Southeast
32,M,Olympic
37,M,Newton
36,M,Central
27,F,Central
49,F,Topanga
67,M,Olympic
51,M,Newton
0,,Rampart
20,M,Foothill
0,,77th Street
40,F,Hollywood
49,M,Rampart
46,F,Southwest
45,F,Devonshire
20,F,N Hollywood
43,M,West Valley
0,,Newton
43,M,Southeast
0,X,Newton
26,F,Mission
21,F,Hollywood
0,,N Hollywood
0,,Olympic
0,X,77th Street
28,F,Newton
62,M,Southeast
50,M,Wilshire
0,,N Hollywood
12,F,Harbor
0,M,Hollywood
38,F,Harbor
0,X,Devonshire
22,F,Central
22,F,77th Street
46,F,West Valley
29,M,Rampart
51,M,Rampart
33,F,Southeast
30,M,Newton
47,F,N Hollywood
27,M,Southwest
22,M,Hollywood
0,X,Central
25,F,Hollywood
0,M,Hollenbeck
73,M,Southeast
0,,Pacific
25,F,Olympic
56,M,Olympic
38,F,N Hollywood
48,M,Northeast
26,M,Newton
0,,Rampart
20,M,Harbor
0,,Olympic
0,,Newton
31,F,Mission
49,M,Hollywood
0,,Southeast
52,F,West LA
73,M,West Valley
58,M,Southeast
48,M,West LA
56,M,Wilshire
44,M,Foothill
23,M,Central
0,M,West Valley
0,,Southwest
63,F,Harbor
0,,Van Nuys
32,F,N Hollywood
50,F,Northeast
47,M,Rampart
24,F,N Hollywood
38,M,Devonshire
0,,Southeast
28,F,Newton
38,M,West LA
0,M,N Hollywood
67,M,Wilshire
72,M,Central
77,M,N Hollywood
44,M,Rampart
0,,Hollywood
40,M,Central
0,X,Hollywood
62,M,Hollenbeck
35,F,Foothill
0,,Devonshire
41,M,Van Nuys
23,F,Southwest
24,M,Olympic
20,F,Topanga
19,X,Southwest
0,,Foothill
55,F,West LA
0,,West Valley
53,M,Olympic
20,M,Rampart
30,M,Wilshire
21,M,West LA
0,,Southwest
0,,77th Street
49,M,Pacific
24,F,Mission
69,F,West LA
51,F,77th Street
0,,77th Street
79,F,Van Nuys
47,M,Southwest
12,F,Mission
0,M,Central
0,,West LA
62,M,Olympic
0,X,Rampart
31,F,West LA
47,F,Hollenbeck
52,M,N Hollywood
0,,Central
29,M,Rampart
73,F,Topanga
24,F,Pacific
0,,Northeast
46,M,77th Street
30,M,Central
45,M,Central
47,F,Newton
0,,Foothill
38,F,Mission
28,M,West Valley
0,,Newton
0,X,Hollywood
15,F,Foothill
0,,Wilshire
47,F,77th Street
40,F,Pacific
35,F,Newton
57,M,Olympic
18,F,Hollenbeck
60,M,Van Nuys
21,F,Newton
29,M,Wilshire
29,M,Pacific
39,M,Rampart
64,F,Southeast
38,M,Central
40,M,Northeast
62,M,West LA
0,X,West LA
28,F,Hollywood
16,M,Van Nuys
0,,Harbor
0,,Topanga
76,M,Northeast
0,,West Valley
0,X,Newton
60,F,Southeast
51,F,Central
0,M,West Valley
34,M,Rampart
33,F,Southwest
15,M,Foothill
36,F,Wilshire
38,M,Hollenbeck
0,,Northeast
0,,Mission
46,M,Pacific
30,F,77th Street
29,M,Mission
23,M,Mission
25,F,N Hollywood
0,,Foothill
35,M,Hollywood
34,F,Mission
49,M,Mission
0,X,Southeast
46,M,Mission
54,M,Pacific
37,F,West Valley
0,,Wilshire
56,F,Hollenbeck
0,,Devonshire
0,M,Southeast
55,M,N Hollywood
0,X,Pacific
43,F,Northeast
51,M,Van Nuys
44,M,Southwest
54,F,Southeast
19,F,Harbor
0,,Rampart
0,X,Olympic
39,F,Van Nuys
41,F,Devonshire
0,M,Hollenbeck
29,M,Mission
0,X,Olympic
28,F,Mission
64,F,Wilshire
52,M,West Valley
0,,Harbor
0,,Topanga
54,M,77th Street
48,F,Pacific
0,X,Devonshire
0,M,N Hollywood
62,F,Central
31,M,West Valley
45,M,West LA
31,M,Newton
39,F,Central
59,M,Newton
39,M,Olympic
32,F,77th Street
40,F,West Valley
18,F,Topanga
0,X,West LA
19,X,Southwest
0,M,West Valley
22,M,Southeast
66,F,Southwest
25,F,Rampart
30,F,Wilshire
50,M,Mission
26,F,Olympic
74,M,Van Nuys
82,F,Olympic
15,F,Mission
59,M,Wilshire
45,F,West LA
27,F,Rampart
39,M,West LA
0,X,Pacific
0,X,Harbor
56,F,Harbor
27,M,Northeast
0,,West Valley
23,F,Southeast
0,X,Pacific
35,M,Rampart
28,M,Southwest
0,X,Newton
0,M,Devonshire
48,F,Central
24,F,Harbor
48,F,Hollywood
51,F,Southeast
46,F,Hollenbeck
52,F,77th Street
39,F,N Hollywood
0,X,Pacific
0,X,Harbor
0,M,Mission
72,M,Southwest
46,M,Southeast
25,M,Harbor
48,F,Newton
58,M,Van Nuys
25,F,Pacific
0,M,Northeast
38,F,77th Street
42,M,Rampart
26,M,Central
0,,Hollenbeck
0,,Foothill
35,F,Mission
0,,Foothill
0,M,Newton
45,F,Van Nuys
49,F,Harbor
18,M,Hollywood
0,X,Hollywood
0,X,Southwest
29,F,West LA
57,F,West Valley
55,M,Newton
38,M,Southeast
82,F,Northeast
51,M,N Hollywood
0,,Pacific
49,M,West Valley
30,F,Central
49,M,Wilshire
0,M,N Hollywood
56,F,Van Nuys
44,M,West LA
33,M,Newton
50,M,Devonshire
43,F,Hollywood
0,,Hollenbeck
56,F,N Hollywood
0,X,Central
65,M,Devonshire
42,F,Pacific
0,,Mission
23,F,Southwest
54,M,Newton
0,,Mission
25,M,Devonshire
0,M,N Hollywood
14,M,Topanga
30,F,Olympic
38,M,Harbor
17,F,Rampart
29,M,Central
8,F,Rampart
47,F,N Hollywood
30,F,Northeast
35,M,Pacific
20,F,Hollenbeck
34,M,Central
56,M,Devonshire
40,F,Newton
29,M,Southeast
43,F,West LA
30,F,Hollywood
24,F,Wilshire
35,F,77th Street
0,,West Valley
0,,Southwest
16,M,N Hollywood
49,M,Hollywood
15,F,Northeast
33,F,Newton
21,M,Harbor
0,M,Hollenbeck
37,M,Olympic
23,M,Southwest
17,M,Van Nuys
0,,Hollenbeck
45,F,Mission
33,F,Wilshire
23,M,77th Street
0,,Northeast
15,F,Hollenbeck
50,M,Wilshire
39,M,Van Nuys
48,F,Harbor
26,M,Olympic
31,M,Hollywood
27,M,Central
50,F,Hollywood
0,,Newton
0,X,Hollywood
42,M,Harbor
58,M,Mission
49,M,Topanga
0,,Newton
0,X,Harbor
78,M,Olympic
36,M,77th Street
34,F,Topanga
0,,Northeast
32,M,West Valley
41,M,West Valley
29,F,Pacific
71,M,Hollywood
20,M,Northeast
45,M,Hollywood
49,M,West LA
32,F,Newton
0,,Pacific
49,F,77th Street
0,,Northeast
31,M,Hollywood
26,M,Hollywood
32,F,Southeast
23,F,Southeast
35,M,77th Street
34,M,Pacific
27,F,Central
54,M,Southeast
26,M,Newton
20,F,Foothill
21,M,N Hollywood
0,M,West Valley
60,M,Pacific
60,M,Pacific
62,F,77th Street
53,M,N Hollywood
23,F,Foothill
28,F,Rampart
32,F,Newton
65,M,Devonshire
70,F,Southwest
25,F,Pacific
44,M,Van Nuys
50,M,Northeast
63,F,Wilshire
46,F,Pacific
0,,77th Street
64,M,Devonshire
86,F,West LA
19,M,Newton
36,M,Newton
29,F,Foothill
24,F,Mission
52,M,Rampart
0,X,Central
26,F,Olympic
37,M,Southeast
21,M,Devonshire
31,M,Hollywood
0,,N Hollywood
26,M,Foothill
0,,Central
23,M,Van Nuys
31,F,Northeast
31,F,Harbor
0,X,Harbor
0,,Northeast
30,F,Hollywood
30,M,Central
43,M,Harbor
56,M,Devonshire
0,,Mission
39,F,Central
33,F,Mission
43,F,Topanga
44,F,Central
53,M,Rampart
22,M,Rampart
6,M,Hollenbeck
33,F,N Hollywood
0,,Central
19,X,Rampart
78,F,West LA
51,M,Newton
0,,Newton
40,M,Central
0,,77th Street
0,X,Central
39,M,Newton
31,X,Mission
47,F,Harbor
30,F,Topanga
22,M,Van Nuys
35,M,Topanga
19,M,Southwest
70,F,West Valley
13,M,77th Street
15,M,77th Street
0,,Pacific
21,F,Wilshire
36,F,Northeast
45,F,Newton
34,M,Wilshire
48,M,N Hollywood
46,M,Rampart
64,M,Central
0,,77th Street
58,M,Van Nuys
48,M,Olympic
0,,Rampart
54,M,Devonshire
57,M,Newton
26,M,Hollenbeck
19,M,Southwest
66,F,Harbor
53,F,Olympic
24,F,Pacific
34,F,Northeast
65,M,Mission
0,,N Hollywood
26,M,Central
19,F,Hollywood
40,F,West Valley
53,F,Devonshire
0,X,Rampart
47,M,Northeast
38,M,Southeast
22,M,Northeast
0,X,Olympic
50,F,Rampart
45,M,Hollenbeck
39,M,Foothill
19,M,West LA
30,M,Devonshire
58,M,Pacific
54,F,N Hollywood
50,M,Southeast
0,,Olympic
0,,West LA
16,M,77th Street
38,F,Southeast
86,F,West LA
31,F,Harbor
50,M,Rampart
0,X,Newton
26,M,Harbor
0,,77th Street
50,M,Hollenbeck
35,F,Central
20,F,Hollywood
0,,Mission
0,,Southeast
30,F,Mission
28,M,Devonshire
71,F,Olympic
78,F,Southeast
47,M,Central
0,M,N Hollywood
0,X,Devonshire
33,M,Rampart
55,M,Northeast
33,F,Van Nuys
19,F,77th Street
30,F,Pacific
57,M,77th Street
43,M,Harbor
19,X,Southwest
52,F,Topanga
41,M,Van Nuys
44,F,West LA
33,F,Olympic
37,M,Devonshire
0,,Foothill
37,M,Topanga
0,X,Hollywood
17,M,Rampart
32,F,77th Street
30,F,Hollywood
68,F,Southwest
38,M,Central
48,M,77th Street
23,F,Southeast
47,M,Southeast
0,X,Hollywood
73,F,Topanga
26,F,Foothill
67,M,Northeast
0,,Newton
19,F,77th Street
0,X,Hollywood
51,M,Northeast
45,M,West Valley
43,M,Central
42,M,Mission
0,,Southwest
35,M,Hollywood
23,M,Hollenbeck
58,M,Topanga
0,,Hollenbeck
29,F,Van Nuys
60,F,N Hollywood
0,,West LA
36,F,Rampart
90,F,West LA
67,F,Hollenbeck
0,X,Newton
63,F,77th Street
0,,Newton
0,,Topanga
0,M,West LA
35,F,Rampart
49,F,Central
25,M,Central
29,F,Northeast
0,,Southeast
0,M,Rampart
0,,Mission
73,F,Northeast
50,M,Wilshire
20,F,Southeast
40,M,Rampart
0,,Foothill
36,F,77th Street
68,F,N Hollywood
0,,Topanga
61,M,Southwest
39,F,N Hollywood
55,M,77th Street
33,F,Van Nuys
38,M,Southwest
32,M,Central
0,,Newton
45,F,Newton
67,M,Central
32,F,Topanga
0,X,Southeast
0,,77th Street
41,M,N Hollywood
0,M,West Valley
57,F,West LA
37,M,Central
19,X,Southwest
19,M,Wilshire
0,,Pacific
46,M,77th Street
46,F,Topanga
0,X,Harbor
0,,Harbor
49,M,Central
25,M,Southeast
18,M,Foothill
48,F,Newton
61,M,Foothill
35,M,Rampart
30,F,Hollywood
25,M,Southwest
27,M,Central
77,F,Southwest
30,F,Hollywood
59,M,Rampart
66,F,Southwest
29,F,West Valley
31,F,Van Nuys
72,M,Southwest
77,M,Van Nuys
40,M,Foothill
82,F,Harbor
39,F,Hollenbeck
16,M,N Hollywood
0,X,Hollywood
0,M,N Hollywood
37,F,Southwest
44,F,Olympic
0,M,N Hollywood
19,X,Southwest
80,F,Southeast
46,F,Central
20,M,Central
35,F,Topanga
0,M,Harbor
53,M,West Valley
64,M,Southeast
45,M,West LA
53,M,Olympic
58,F,N Hollywood
35,F,West Valley
28,F,Southwest
29,F,Southwest
38,F,77th Street
31,M,Harbor
44,M,N Hollywood
0,,Harbor
15,F,77th Street
0,M,N Hollywood
19,M,Harbor
61,M,Mission
33,F,Central
31,F,Foothill
49,F,Wilshire
5,M,Devonshire
0,X,Northeast
0,,77th Street
53,M,Southeast
29,F,Southwest
46,M,West Valley
53,F,Hollenbeck
32,F,Foothill
47,F,77th Street
25,F,Mission
61,F,Rampart
0,X,Southeast
26,M,Southwest
51,M,West Valley
64,F,77th Street
0,,Wilshire
60,M,Van Nuys
60,M,Topanga
64,M,Harbor
40,F,Newton
42,F,Southeast
37,F,N Hollywood
45,M,Harbor
0,X,Newton
37,F,Mission
67,M,Mission
0,,Wilshire
13,M,Southwest
30,M,West LA
0,,Newton
0,M,Newton
66,M,Pacific
71,F,77th Street
37,F,Harbor
0,,Pacific
43,M,N Hollywood
0,X,Harbor
0,,N Hollywood
22,F,N Hollywood
36,M,West Valley
22,M,Southeast
40,F,77th Street
0,X,Hollywood
16,F,Hollywood
56,F,Devonshire
0,,Rampart
42,F,Wilshire
38,M,N Hollywood
47,F,77th Street
19,M,N Hollywood
32,F,77th Street
23,M,N Hollywood
0,X,77th Street
46,M,Wilshire
44,F,Wilshire
0,,Rampart
65,F,Pacific
53,M,Van Nuys
0,,Southeast
64,F,77th Street
0,,Hollywood
0,,Newton
73,F,Foothill
54,F,Pacific
69,F,West LA
0,,Olympic
37,M,Hollenbeck
26,F,Harbor
35,F,77th Street
0,M,Newton
24,F,West LA
63,M,Northeast
56,M,Central
33,F,Devonshire
0,M,Foothill
61,F,Southeast
36,M,Topanga
41,M,Devonshire
19,M,Northeast
47,M,Harbor
63,M,West LA
69,M,Topanga
14,M,Newton
31,F,Devonshire
40,F,Southwest
56,M,West Valley
37,F,Mission
34,M,Southeast
26,F,Southeast
23,M,Van Nuys
27,M,N Hollywood
36,F,Hollywood
35,F,Topanga
47,F,Central
64,F,Southwest
46,M,West Valley
4,M,Southwest
83,M,Central
42,M,Foothill
27,F,N Hollywood
41,M,Harbor
0,,Wilshire
30,F,Rampart
24,M,Olympic
69,M,77th Street
31,M,Topanga
0,X,Hollywood
48,F,Topanga
35,F,Harbor
53,F,West LA
0,M,N Hollywood
0,,Southwest
0,M,Foothill
0,M,West Valley
34,M,Olympic
0,,Hollenbeck
57,F,Devonshire
28,M,Foothill
28,M,Wilshire
0,,Topanga
69,F,N Hollywood
36,F,77th Street
0,,Harbor
30,M,Southwest
36,M,Southeast
29,F,Harbor
42,F,Foothill
52,M,Hollenbeck
38,M,Newton
50,F,Rampart
54,M,Newton
37,M,Central
30,F,Olympic
52,M,Mission
52,M,Topanga
43,F,Newton
0,,Hollenbeck
36,M,West LA
33,F,77th Street
75,M,West Valley
63,F,Pacific
0,X,Rampart
68,F,West Valley
47,M,Olympic
32,F,Mission
54,M,West Valley
0,,Northeast
12,F,West Valley
0,,Topanga
0,,Harbor
65,F,West LA
30,M,Foothill
39,M,Foothill
36,F,Foothill
0,X,Southeast
61,M,Harbor
59,M,West LA
0,,West Valley
14,F,Foothill
0,,Southeast
32,F,Northeast
47,F,77th Street
60,F,Northeast
27,M,Central
0,X,Olympic
0,X,Central
20,F,Rampart
42,M,N Hollywood
0,M,Central
32,F,Pacific
39,F,Rampart
78,F,Foothill
16,M,Olympic
20,M,Mission
32,F,Hollenbeck
68,F,Harbor
0,,Van Nuys
52,F,77th Street
8,F,West Valley
0,M,West Valley
0,X,Southeast
60,F,Northeast
49,F,Devonshire
38,M,Southeast
57,M,Topanga
64,F,Southwest
0,,Van Nuys
29,M,Hollenbeck
26,F,Topanga
36,F,Van Nuys
39,F,Topanga
0,M,N Hollywood
42,F,Foothill
24,F,Foothill
0,,Southeast
24,M,Harbor
65,M,Olympic
35,F,Southeast
55,F,Harbor
0,X,Van Nuys
34,F,Southeast
28,M,Topanga
48,M,Central
39,F,Olympic
26,M,Devonshire
21,F,West Valley
21,M,Pacific
31,M,Pacific
0,,Newton
82,F,Devonshire
28,M,Olympic
14,M,Wilshire
0,M,77th Street
30,F,Wilshire
55,M,West LA
29,M,Central
0,,Devonshire
25,F,77th Street
36,M,Central
0,,Olympic
20,F,77th Street
21,M,Foothill
0,,N Hollywood
34,M,Central
18,F,Southwest
19,X,Southwest
0,X,West LA
22,F,77th Street
44,M,West LA
38,M,West LA
0,M,West Valley
0,,Harbor
14,M,Southeast
0,,77th Street
57,M,Northeast
0,X,Northeast
0,,77th Street
0,,West Valley
37,F,Topanga
29,M,Harbor
28,M,Rampart
0,X,Hollywood
35,F,Central
15,F,Harbor
34,F,N Hollywood
0,M,Northeast
21,M,West Valley
0,X,Central
4,M,Southwest
23,F,West LA
28,M,Wilshire
54,F,Harbor
38,F,West Valley
0,X,Hollywood
0,,N Hollywood
39,M,Northeast
47,M,West Valley
0,,Olympic
48,M,Harbor
0,X,Olympic
42,F,Southeast
28,M,Topanga
0,,Topanga
0,X,Van Nuys
24,M,Van Nuys
0,,Central
29,F,Pacific
24,F,77th Street
48,M,Northeast
30,M,Foothill
0,,West LA
33,M,Pacific
0,M,West Valley
28,M,Devonshire
70,M,Northeast
