INCIDENT_AREA,VICTIM_AGE,CRIME,EXACT_LOCATION
Hollywood,33,BRANDISH WEAPON,GAS STATION
Northeast,36,VIOLATION OF RESTRAINING ORDER,SINGLE FAMILY DWELLING
West Valley,37,BURGLARY,SINGLE FAMILY DWELLING
Van Nuys,0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),STREET
Newton,51,INTIMATE PARTNER - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Olympic,28,BATTERY - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
N Hollywood,0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),STREET
Foothill,0,VEHICLE - STOLEN,STREET
Hollenbeck,41,"THEFT, PERSON",PARKING LOT
West LA,19,"RAPE, FORCIBLE","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Mission,42,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",MARKET
Hollywood,0,SHOPLIFTING - PETTY THEFT ($950 & UNDER),OTHER BUSINESS
Southeast,55,ROBBERY,SINGLE FAMILY DWELLING
Hollywood,70,BURGLARY FROM VEHICLE,STREET
Central,36,BURGLARY,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Southwest,33,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","VEHICLE, PASSENGER/TRUCK"
Van Nuys,0,VEHICLE - STOLEN,STREET
77th Street,52,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",SIDEWALK
West Valley,0,"BURGLARY, ATTEMPTED",JEWELRY STORE
Central,26,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","VEHICLE, PASSENGER/TRUCK"
Southeast,63,BATTERY - SIMPLE ASSAULT,SINGLE FAMILY DWELLING
Northeast,0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),STREET
Newton,30,BURGLARY FROM VEHICLE,STREET
Devonshire,0,ROBBERY,DEPARTMENT STORE
N Hollywood,68,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",PARKING LOT
Southwest,19,THEFT PLAIN - PETTY ($950 & UNDER),COLLEGE/JUNIOR COLLEGE/UNIVERSITY
Rampart,49,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Olympic,0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",GARAGE/CARPORT
Van Nuys,42,THEFT PLAIN - PETTY ($950 & UNDER),"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Wilshire,63,BURGLARY FROM VEHICLE,HEALTH SPA/GYM
Southwest,0,VEHICLE - STOLEN,STREET
Newton,0,VEHICLE - STOLEN,STREET
Mission,12,BATTERY - SIMPLE ASSAULT,SIDEWALK
Hollywood,41,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Devonshire,59,CRIMINAL THREATS - NO WEAPON DISPLAYED,SINGLE FAMILY DWELLING
Hollywood,34,BURGLARY,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
77th Street,10,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",YARD (RESIDENTIAL/BUSINESS)
Hollywood,41,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Hollenbeck,33,BURGLARY FROM VEHICLE,PARKING LOT
Van Nuys,0,VEHICLE - STOLEN,PARKING LOT
Central,64,THEFT PLAIN - PETTY ($950 & UNDER),SIDEWALK
77th Street,0,VEHICLE - STOLEN,PARKING LOT
Topanga,0,VEHICLE - STOLEN,STREET
N Hollywood,26,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Hollenbeck,38,THEFT PLAIN - PETTY ($950 & UNDER),OTHER STORE
West LA,37,VANDALISM - MISDEAMEANOR ($399 OR UNDER),STREET
Southwest,75,BURGLARY,GARAGE/CARPORT
Wilshire,43,BATTERY - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Mission,47,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),PARKING LOT
Olympic,0,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",OTHER BUSINESS
Rampart,0,VEHICLE - STOLEN,GARAGE/CARPORT
Wilshire,41,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",STREET
Hollywood,72,THEFT PLAIN - PETTY ($950 & UNDER),SINGLE FAMILY DWELLING
Hollenbeck,24,INTIMATE PARTNER - AGGRAVATED ASSAULT,STREET
Central,28,BURGLARY FROM VEHICLE,STREET
N Hollywood,23,"RAPE, FORCIBLE","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
N Hollywood,35,"BUNCO, PETTY THEFT",SINGLE FAMILY DWELLING
Central,31,ROBBERY,BUS STOP
Pacific,56,INTIMATE PARTNER - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Hollenbeck,0,VEHICLE - STOLEN,STREET
Hollenbeck,0,VEHICLE - STOLEN,PARKING LOT
Pacific,30,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),STREET
Rampart,62,THEFT OF IDENTITY,BANK
Central,26,THEFT PLAIN - PETTY ($950 & UNDER),LA UNION STATION (NOT LINE SPECIFIC)
Olympic,33,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","VEHICLE, PASSENGER/TRUCK"
Hollywood,0,BURGLARY,
West Valley,24,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",MTA - ORANGE LINE - RESEDA
Mission,0,VEHICLE - STOLEN,STREET
Hollywood,27,CRIMINAL THREATS - NO WEAPON DISPLAYED,STREET
Rampart,29,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",STREET
Southeast,77,TRESPASSING,DAY CARE/CHILDREN*
Hollenbeck,0,VEHICLE - STOLEN,PARKING LOT
Foothill,0,DISCHARGE FIREARMS/SHOTS FIRED,PARK/PLAYGROUND
Olympic,0,VEHICLE - STOLEN,STREET
Mission,0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),STREET
Newton,0,VEHICLE - STOLEN,PARKING LOT
Hollenbeck,33,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",MEDICAL/DENTAL OFFICES
West Valley,20,VIOLATION OF TEMPORARY RESTRAINING ORDER,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Foothill,26,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),DRIVEWAY
77th Street,29,BURGLARY,SINGLE FAMILY DWELLING
Harbor,28,VIOLATION OF RESTRAINING ORDER,SINGLE FAMILY DWELLING
Olympic,27,BURGLARY FROM VEHICLE,GARAGE/CARPORT
West LA,0,VEHICLE - STOLEN,GARAGE/CARPORT
Hollenbeck,0,BURGLARY,RESTAURANT/FAST FOOD
Northeast,26,BURGLARY,SINGLE FAMILY DWELLING
West LA,0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",OTHER BUSINESS
West LA,69,OTHER MISCELLANEOUS CRIME,GARAGE/CARPORT
Wilshire,10,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Harbor,0,BATTERY - SIMPLE ASSAULT,SINGLE FAMILY DWELLING
Southeast,38,BRANDISH WEAPON,SINGLE FAMILY DWELLING
Wilshire,0,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",OTHER BUSINESS
Central,43,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
West LA,41,CRIMINAL THREATS - NO WEAPON DISPLAYED,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME
Mission,33,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","VEHICLE, PASSENGER/TRUCK"
Mission,69,THEFT OF IDENTITY,SINGLE FAMILY DWELLING
Northeast,34,INTIMATE PARTNER - SIMPLE ASSAULT,SINGLE FAMILY DWELLING
N Hollywood,61,BATTERY - SIMPLE ASSAULT,SINGLE FAMILY DWELLING
Hollenbeck,45,BATTERY - SIMPLE ASSAULT,OTHER RESIDENCE
Newton,56,INTIMATE PARTNER - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Hollywood,39,INTIMATE PARTNER - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
N Hollywood,55,BRANDISH WEAPON,SIDEWALK
Central,57,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","VEHICLE, PASSENGER/TRUCK"
Northeast,21,INTIMATE PARTNER - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Pacific,66,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",GARAGE/CARPORT
West LA,28,BATTERY - SIMPLE ASSAULT,STREET
Northeast,37,THEFT OF IDENTITY,SINGLE FAMILY DWELLING
Rampart,39,CRIMINAL THREATS - NO WEAPON DISPLAYED,OTHER BUSINESS
Rampart,19,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),CELL PHONE STORE
Foothill,46,BURGLARY,CONDOMINIUM/TOWNHOUSE
Foothill,21,"RAPE, FORCIBLE",SINGLE FAMILY DWELLING
Newton,58,BATTERY - SIMPLE ASSAULT,SINGLE FAMILY DWELLING
Southwest,64,THEFT OF IDENTITY,SINGLE FAMILY DWELLING
N Hollywood,17,INTIMATE PARTNER - AGGRAVATED ASSAULT,SIDEWALK
West Valley,22,BATTERY WITH SEXUAL CONTACT,OTHER BUSINESS
Wilshire,59,BURGLARY,OTHER STORE
Southwest,29,BATTERY - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Van Nuys,65,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),STREET
Hollenbeck,16,INTIMATE PARTNER - AGGRAVATED ASSAULT,SINGLE FAMILY DWELLING
Southeast,0,VEHICLE - STOLEN,STREET
Central,46,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",SIDEWALK
Southwest,21,INTIMATE PARTNER - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Southeast,20,THEFT PLAIN - PETTY ($950 & UNDER),SINGLE FAMILY DWELLING
West Valley,24,THEFT PLAIN - PETTY ($950 & UNDER),"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
West Valley,74,VANDALISM - MISDEAMEANOR ($399 OR UNDER),SINGLE FAMILY DWELLING
West Valley,0,VEHICLE - STOLEN,DRIVEWAY
Harbor,49,THEFT PLAIN - PETTY ($950 & UNDER),GARAGE/CARPORT
77th Street,64,BATTERY - SIMPLE ASSAULT,DRIVEWAY
Devonshire,67,THEFT OF IDENTITY,STREET
Newton,24,ORAL COPULATION,SINGLE FAMILY DWELLING
Newton,69,BURGLARY FROM VEHICLE,ALLEY
Hollenbeck,33,BATTERY - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Wilshire,44,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",SIDEWALK
Topanga,37,BATTERY - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
77th Street,50,CRIMINAL THREATS - NO WEAPON DISPLAYED,SINGLE FAMILY DWELLING
West Valley,0,ROBBERY,DRUG STORE
Devonshire,42,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),PARKING LOT
Hollywood,36,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",STREET
Wilshire,76,VIOLATION OF COURT ORDER,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Olympic,26,"RAPE, FORCIBLE",PARKING LOT
Devonshire,25,BATTERY - SIMPLE ASSAULT,MINI-MART
Harbor,38,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),PARKING LOT
Southwest,32,VEHICLE - ATTEMPT STOLEN,PARKING LOT
Devonshire,0,ROBBERY,MARKET
Hollywood,30,OTHER ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Pacific,32,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",SINGLE FAMILY DWELLING
Harbor,0,VEHICLE - STOLEN,STREET
West LA,0,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),CELL PHONE STORE
Southwest,24,INTIMATE PARTNER - SIMPLE ASSAULT,SINGLE FAMILY DWELLING
Hollywood,34,ROBBERY,MINI-MART
Wilshire,90,BATTERY - SIMPLE ASSAULT,NURSING/CONVALESCENT/RETIREMENT HOME
Southeast,21,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",OTHER BUSINESS
Mission,0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),STREET
Olympic,42,INTIMATE PARTNER - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
77th Street,0,OTHER MISCELLANEOUS CRIME,STREET
Southeast,26,VANDALISM - MISDEAMEANOR ($399 OR UNDER),SINGLE FAMILY DWELLING
Topanga,37,BURGLARY FROM VEHICLE,PARKING LOT
Newton,70,VANDALISM - MISDEAMEANOR ($399 OR UNDER),"VEHICLE, PASSENGER/TRUCK"
West LA,24,BURGLARY FROM VEHICLE,PARKING LOT
Southeast,24,BURGLARY,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
West LA,0,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",STREET
Harbor,0,VEHICLE - STOLEN,PARKING LOT
Northeast,0,VEHICLE - STOLEN,PARKING LOT
Southeast,26,INTIMATE PARTNER - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
West LA,33,THEFT PLAIN - PETTY ($950 & UNDER),GARAGE/CARPORT
West LA,35,BURGLARY FROM VEHICLE,STREET
Southwest,19,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","VEHICLE, PASSENGER/TRUCK"
Foothill,46,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","VEHICLE, PASSENGER/TRUCK"
Southwest,47,BATTERY - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Rampart,0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),STREET
Harbor,50,VIOLATION OF RESTRAINING ORDER,SINGLE FAMILY DWELLING
Central,0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS
Southeast,31,"RAPE, FORCIBLE",SINGLE FAMILY DWELLING
Northeast,28,THEFT OF IDENTITY,SINGLE FAMILY DWELLING
Hollenbeck,35,BATTERY - SIMPLE ASSAULT,SINGLE FAMILY DWELLING
Mission,0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),STREET
Northeast,33,BIKE - STOLEN,PARKING LOT
N Hollywood,30,"BUNCO, GRAND THEFT",SINGLE FAMILY DWELLING
Rampart,36,BURGLARY FROM VEHICLE,STREET
Southwest,38,BATTERY - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Harbor,24,BURGLARY FROM VEHICLE,STREET
N Hollywood,0,ROBBERY,MARKET
N Hollywood,36,THEFT PLAIN - PETTY ($950 & UNDER),"PORCH, RESIDENTIAL"
Hollenbeck,34,INTIMATE PARTNER - SIMPLE ASSAULT,SINGLE FAMILY DWELLING
West LA,21,THEFT PLAIN - PETTY ($950 & UNDER),SHOPPING MALL (COMMON AREA)
West LA,11,CHILD NEGLECT (SEE 300 W.I.C.),STREET
77th Street,35,BATTERY POLICE (SIMPLE),POLICE FACILITY
77th Street,56,BURGLARY,STREET
Southwest,27,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",CAR WASH
77th Street,39,TRESPASSING,SINGLE FAMILY DWELLING
Southeast,33,INTIMATE PARTNER - SIMPLE ASSAULT,OTHER PREMISE
Southwest,35,TRESPASSING,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Southeast,0,BURGLARY,OTHER BUSINESS
Harbor,30,BATTERY - SIMPLE ASSAULT,MTA - SILVER LINE - ROSECRANS
Van Nuys,0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),DRIVEWAY
Van Nuys,42,BURGLARY FROM VEHICLE,DRIVEWAY
Southwest,28,INTIMATE PARTNER - SIMPLE ASSAULT,STREET
Harbor,35,VANDALISM - MISDEAMEANOR ($399 OR UNDER),"VEHICLE, PASSENGER/TRUCK"
Southwest,19,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,PARKING LOT
Central,45,OTHER ASSAULT,SIDEWALK
Rampart,44,BURGLARY,OFFICE BUILDING/OFFICE
Topanga,24,BRANDISH WEAPON,STREET
Harbor,79,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),STREET
Southwest,0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),PARKING LOT
Newton,27,"RAPE, FORCIBLE",SINGLE FAMILY DWELLING
Van Nuys,68,BATTERY - SIMPLE ASSAULT,HOSPITAL
Northeast,37,BURGLARY FROM VEHICLE,PARKING LOT
Devonshire,0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),OTHER BUSINESS
Southeast,62,SHOTS FIRED AT INHABITED DWELLING,SINGLE FAMILY DWELLING
Pacific,0,VEHICLE - STOLEN,STREET
Van Nuys,17,BATTERY - SIMPLE ASSAULT,RESTAURANT/FAST FOOD
Northeast,44,BURGLARY FROM VEHICLE,STREET
Harbor,31,VIOLATION OF RESTRAINING ORDER,SINGLE FAMILY DWELLING
Southeast,0,VEHICLE - STOLEN,STREET
Newton,0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",OTHER BUSINESS
West LA,43,BURGLARY,SINGLE FAMILY DWELLING
Central,38,INTIMATE PARTNER - SIMPLE ASSAULT,GAS STATION
Rampart,32,CRIMINAL THREATS - NO WEAPON DISPLAYED,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Southwest,39,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","VEHICLE, PASSENGER/TRUCK"
West Valley,30,BURGLARY FROM VEHICLE,GARAGE/CARPORT
Olympic,0,VEHICLE - STOLEN,PARKING LOT
West LA,31,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Wilshire,0,ARSON,STREET
Southeast,0,BURGLARY FROM VEHICLE,STREET
77th Street,29,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","VEHICLE, PASSENGER/TRUCK"
Harbor,0,VEHICLE - STOLEN,STREET
Devonshire,36,BURGLARY FROM VEHICLE,STREET
Southwest,53,BATTERY - SIMPLE ASSAULT,SIDEWALK
Northeast,32,INTIMATE PARTNER - SIMPLE ASSAULT,HOTEL
Foothill,0,VEHICLE - STOLEN,STREET
Northeast,64,"BURGLARY, ATTEMPTED",SINGLE FAMILY DWELLING
Southwest,19,BURGLARY,DAY CARE/CHILDREN*
N Hollywood,34,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Northeast,0,VEHICLE - ATTEMPT STOLEN,PARK/PLAYGROUND
Pacific,42,THEFT OF IDENTITY,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Rampart,0,TRESPASSING,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Van Nuys,39,VIOLATION OF RESTRAINING ORDER,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Pacific,34,THEFT OF IDENTITY,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
West LA,16,INTIMATE PARTNER - AGGRAVATED ASSAULT,SIDEWALK
Hollenbeck,39,VIOLATION OF RESTRAINING ORDER,OTHER RESIDENCE
West LA,66,VIOLATION OF RESTRAINING ORDER,OTHER PREMISE
Olympic,29,VANDALISM - MISDEAMEANOR ($399 OR UNDER),"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Devonshire,0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),PARKING LOT
West Valley,41,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),DRIVEWAY
Mission,45,THEFT OF IDENTITY,SINGLE FAMILY DWELLING
Southwest,63,ROBBERY,STREET
77th Street,41,INTIMATE PARTNER - SIMPLE ASSAULT,MOTEL
Northeast,0,VEHICLE - STOLEN,STREET
Wilshire,0,VEHICLE - STOLEN,STREET
Topanga,35,INTIMATE PARTNER - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Harbor,24,BATTERY - SIMPLE ASSAULT,PARKING LOT
N Hollywood,28,THEFT PLAIN - PETTY ($950 & UNDER),"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Wilshire,21,DOCUMENT FORGERY / STOLEN FELONY,SINGLE FAMILY DWELLING
Newton,37,BURGLARY FROM VEHICLE,STREET
Southeast,38,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",SIDEWALK
Wilshire,55,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",SINGLE FAMILY DWELLING
Hollenbeck,0,VEHICLE - STOLEN,STREET
Newton,56,"THEFT, PERSON",STREET
77th Street,44,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",STREET
Olympic,37,BURGLARY FROM VEHICLE,PARKING LOT
Harbor,46,OTHER ASSAULT,SINGLE FAMILY DWELLING
Wilshire,39,OTHER MISCELLANEOUS CRIME,OTHER BUSINESS
Van Nuys,39,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),STREET
Southwest,33,INTIMATE PARTNER - SIMPLE ASSAULT,SINGLE FAMILY DWELLING
Southeast,24,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",STREET
Wilshire,54,VIOLATION OF RESTRAINING ORDER,SINGLE FAMILY DWELLING
Van Nuys,34,BURGLARY,RESTAURANT/FAST FOOD
West LA,60,BURGLARY FROM VEHICLE,STREET
Southwest,31,INTIMATE PARTNER - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Pacific,25,THEFT PLAIN - PETTY ($950 & UNDER),"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Mission,31,BRANDISH WEAPON,STREET
Central,0,THEFT OF IDENTITY,BANK
Central,30,BATTERY - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Newton,0,VEHICLE - STOLEN,STREET
Mission,0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",RESTAURANT/FAST FOOD
West LA,0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)"
Hollenbeck,64,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",OTHER RESIDENCE
Newton,34,INTIMATE PARTNER - SIMPLE ASSAULT,SINGLE FAMILY DWELLING
77th Street,0,VEHICLE - STOLEN,STREET
Mission,41,THEFT OF IDENTITY,SINGLE FAMILY DWELLING
Hollenbeck,0,VEHICLE - STOLEN,STREET
Topanga,35,BURGLARY,OTHER BUSINESS
Hollywood,32,BATTERY - SIMPLE ASSAULT,MOTEL
Rampart,47,ROBBERY,STREET
Rampart,2,CHILD NEGLECT (SEE 300 W.I.C.),"VEHICLE, PASSENGER/TRUCK"
Northeast,39,ATTEMPTED ROBBERY,STREET
N Hollywood,28,THEFT PLAIN - PETTY ($950 & UNDER),HEALTH SPA/GYM
Olympic,27,INTIMATE PARTNER - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
West LA,27,BATTERY - SIMPLE ASSAULT,RESTAURANT/FAST FOOD
Southwest,44,BURGLARY,SINGLE FAMILY DWELLING
N Hollywood,42,BURGLARY,GARAGE/CARPORT
Devonshire,11,CHILD ANNOYING (17YRS & UNDER),HIGH SCHOOL
Northeast,0,VEHICLE - STOLEN,STREET
Rampart,38,VANDALISM - MISDEAMEANOR ($399 OR UNDER),"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Topanga,71,VANDALISM - MISDEAMEANOR ($399 OR UNDER),"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Wilshire,34,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",THE BEVERLY CONNECTION
Southwest,31,BIKE - STOLEN,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Devonshire,24,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),STREET
Wilshire,47,SHOTS FIRED AT INHABITED DWELLING,SINGLE FAMILY DWELLING
Van Nuys,24,BRANDISH WEAPON,SINGLE FAMILY DWELLING
77th Street,28,CRIMINAL THREATS - NO WEAPON DISPLAYED,STREET
Harbor,31,VIOLATION OF RESTRAINING ORDER,SINGLE FAMILY DWELLING
West LA,32,VIOLATION OF RESTRAINING ORDER,STREET
Foothill,57,BURGLARY FROM VEHICLE,STREET
West Valley,36,CRIMINAL THREATS - NO WEAPON DISPLAYED,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Harbor,24,VIOLATION OF RESTRAINING ORDER,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Newton,40,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),STREET
West LA,38,OTHER ASSAULT,SINGLE FAMILY DWELLING
77th Street,44,THEFT OF IDENTITY,SINGLE FAMILY DWELLING
Topanga,24,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",GAS STATION
Rampart,0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",PARK/PLAYGROUND
Southwest,59,INTIMATE PARTNER - SIMPLE ASSAULT,SIDEWALK
Van Nuys,37,"BURGLARY, ATTEMPTED",SINGLE FAMILY DWELLING
Foothill,30,"BUNCO, PETTY THEFT",OTHER BUSINESS
Mission,41,VEHICLE - ATTEMPT STOLEN,STREET
Mission,26,BATTERY - SIMPLE ASSAULT,STREET
Rampart,44,BRANDISH WEAPON,PARKING LOT
Wilshire,19,BURGLARY,DEPARTMENT STORE
West LA,48,BURGLARY FROM VEHICLE,STREET
Northeast,0,VEHICLE - STOLEN,STREET
N Hollywood,0,BATTERY POLICE (SIMPLE),SIDEWALK
Wilshire,38,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",SINGLE FAMILY DWELLING
Wilshire,0,VEHICLE - STOLEN,STREET
